route_id,name,source_subject,source_domain,discipline_refined,module_refined,upper_concept_refined,sub_concept_refined,node_type,first_order_relation_type,exception_flag_refined,review_reason,exception_gap,content
manual_central_bank_monetary_policy_primary_goal,货币政策首要目标,经济学,中央银行,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,concept,same_domain,,,standard_vs_exam_conflict_guard_missing,货币政策的首要目标通常是币值稳定或物价稳定。
manual_central_bank_monetary_accounts_hierarchy,货币账户层次,经济学,中央银行,会计学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,abstraction_or_regularity,abstraction_peer,,,standard_vs_exam_conflict_guard_missing,货币账户层次关系通常为金融概览大于货币概览，货币概览大于货币当局资产负债表。
manual_central_bank_open_market_operation_target,公开市场操作目标,经济学,中央银行,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,concept,prerequisite,,,standard_vs_exam_conflict_guard_missing,中央银行公开市场买卖证券的操作目标通常是调节基础货币和银行体系流动性。
manual_central_bank_reserve_requirement_subjects,存款准备金缴存主体,经济学,中央银行,金融学大类,金融监管与从业资格,证券基金市场监管,产品制度与合规,concept,same_domain,,,standard_vs_exam_conflict_guard_missing,需向中央银行缴存存款准备金的通常是吸收存款的存款类金融机构；证券公司等非存款类机构一般不属缴存主体。
manual_central_bank_deposit_business_features,中央银行存款业务特点,经济学,中央银行,金融学大类,银行与货币金融,商业银行经营与监管,信用风险与合规流程,concept,contrast,,,negative_question_guard_missing,中央银行存款业务具有强制性、特殊性等特点，不属于一般商业存款的自愿性业务。
manual_public_finance_external_debt_liability_ratio,外债负债率,经济学,国际金融,会计学大类,财务会计,负债,现时义务与摊余成本,concept,same_domain,,,standard_vs_exam_conflict_guard_missing,国际通用外债负债率指标通常为当年债务余额占 GNP 的百分比。
manual_public_finance_external_debt_structure,外债结构,经济学,国际金融,金融学大类,公司金融,资本预算与资本结构,现金流与资本成本,concept,contrast,,,negative_question_guard_missing|standard_vs_exam_conflict_guard_missing,外债结构通常包括来源/持有者结构、期限结构、币种结构等，不包括企业意义上的资本结构。
manual_public_finance_public_goods_categories,公共产品类型,经济学,公共财政,税法与财政大类,财政学,公共财政,财政收入支出与预算,regulation_or_standard,regulation_peer,,,standard_vs_exam_conflict_guard_missing,公共产品类型通常包括纯公共产品、准公共产品和混合产品；“公益产品”不是标准分类。
manual_public_finance_stabilization_tools_boundary,财政稳定经济工具边界,经济学,公共财政,会计学大类,财政学,公共财政,财政收入支出与预算,concept,contrast,,,negative_question_guard_missing,财政稳定经济的主要工具包括预算收支政策、内在稳定器和相机抉择政策，不包括发行货币。
manual_public_finance_income_distribution_fairness,收入分配公平两层含义,经济学,公共财政,税法与财政大类,财政学,公共财政,财政收入支出与预算,definition,same_domain,,,standard_vs_exam_conflict_guard_missing,收入分配公平通常包括社会公平与经济公平两个层面。
manual_public_finance_debt_dependency_ratio,国债依存度,经济学,财政学,税法与财政大类,财政学,公共财政,财政收入支出与预算,formula_or_calculation,formula_neighbor,,,standard_vs_exam_conflict_guard_missing,国债依存度通常指当年国债发行额占当年财政支出的比例。
manual_public_finance_debt_repayment_ratio,国债偿还率,经济学,财政学,税法与财政大类,财政学,公共财政,财政收入支出与预算,concept,same_domain,,,standard_vs_exam_conflict_guard_missing,国债偿还率通常指当年还本付息额占当年财政收入的比重。
manual_public_finance_fiscal_policy_goals,财政政策目标,经济学,财政学,税法与财政大类,财政学,公共财政,财政收入支出与预算,concept,same_domain,,,standard_vs_exam_conflict_guard_missing,财政政策通常追求充分就业、物价稳定、经济增长与公平分配。
manual_public_finance_contractionary_policy_tools,紧缩性财政政策手段,经济学,财政学,税法与财政大类,财政学,公共财政,财政收入支出与预算,concept,same_domain,,,standard_vs_exam_conflict_guard_missing,紧缩性财政政策通常通过增收节支实现。
manual_public_finance_central_local_functions,中央与地方职能分配,经济学,财政学,经济学大类,经济学,经济学基础,资源配置与制度分析,concept,same_domain,,,standard_vs_exam_conflict_guard_missing,中央政府适合承担宏观稳定、收入再分配、跨区域公共事务等职能；消防等地方性公共服务通常由地方政府承担。
manual_public_finance_resource_taxable_resources,资源税应税资源,经济学,财政学,税法与财政大类,财政学,公共财政,财政收入支出与预算,concept,contrast,,,negative_question_guard_missing,资源税的应税资源主要包括矿产资源等自然资源，不包括人力资源、风力/水力这类直接能力表述。
manual_public_finance_import_tax_types,进口环节税种,经济学,财政学,税法与财政大类,税法,增值税,征税范围、税率与抵扣,concept,contrast,,,negative_question_guard_missing|standard_vs_exam_conflict_guard_missing,进口货物或物品通常征收关税、进口环节增值税，特定消费品征收消费税；营业税不属于进口货物征收税种。
manual_public_finance_laffer_curve,拉弗曲线含义,经济学,财政学,税法与财政大类,财政学,公共财政,财政收入支出与预算,formula_or_calculation,formula_neighbor,,,standard_vs_exam_conflict_guard_missing,拉弗曲线说明税率、税收收入与经济增长之间存在相互制约关系；高税率不一定带来高税收收入，理论上可能存在兼顾收入与增长的最优税率。
manual_macro_gdp_growth_net_investment,GDP持续上升与净投资,经济学,宏观经济学,金融学大类,金融学,基础金融理论,金融工具、市场与风险,concept,same_domain,,,standard_vs_exam_conflict_guard_missing,若 GDP 或产出能力持续上升，通常意味着净投资大于零，资本存量在增加。
manual_macro_economic_system_definition,经济体制定义,经济学,宏观经济学,经济学大类,经济学,经济学基础,资源配置与制度分析,definition,same_domain,,,standard_vs_exam_conflict_guard_missing,资源配置和利用方式通常称为经济体制。
manual_econ_satiation_vertical_indifference_curve,饱和商品与垂直无差异曲线,经济学,微观经济学,经济学大类,微观经济学,市场与决策,供需、弹性与市场结构,concept,same_domain,,,standard_vs_exam_conflict_guard_missing,若无差异曲线为垂直线且 X 在横轴、Y 在纵轴，通常表示 Y 已达到饱和，效用只随 X 增加而变化。
manual_econ_increasing_cost_industry_supply,成本递增行业长期供给,经济学,微观经济学,会计学大类,微观经济学,市场与决策,供需、弹性与市场结构,formula_or_calculation,formula_neighbor,,,standard_vs_exam_conflict_guard_missing,成本递增行业中，行业扩张推高投入价格，长期供给曲线通常向右上方倾斜。
manual_econ_first_degree_price_discrimination,一级价格歧视,经济学,微观经济学,经济学大类,微观经济学,市场与决策,供需、弹性与市场结构,formula_or_calculation,formula_neighbor,,,standard_vs_exam_conflict_guard_missing,一级价格歧视按每个消费者最高支付意愿收费，理论上可攫取消费者剩余，使消费者剩余最小。
manual_econ_externality_pigouvian_tax,外部性与庇古税,经济学,微观经济学,会计学大类,微观经济学,市场与决策,供需、弹性与市场结构,formula_or_calculation,formula_neighbor,,,standard_vs_exam_conflict_guard_missing,外部性使市场价格不能反映交易全部社会成本或收益；污染负外部性的庇古税通常等于社会边际成本与私人边际成本之差。
manual_econ_market_labor_supply,市场劳动供给曲线,经济学,微观经济学,经济学大类,微观经济学,市场与决策,供需、弹性与市场结构,concept,same_domain,,,standard_vs_exam_conflict_guard_missing,单个劳动者供给曲线可能后弯，但市场劳动供给曲线汇总后通常仍向右上方倾斜。
manual_econ_average_revenue_market_structure,平均收益曲线与市场结构,经济学,微观经济学,经济学大类,微观经济学,市场与决策,供需、弹性与市场结构,concept,same_domain,,,standard_vs_exam_conflict_guard_missing,平均收益曲线向右下方倾斜说明厂商面对向下倾斜的需求曲线，即不完全竞争；完全竞争下平均收益曲线通常为水平线。
manual_acc_balance_sheet_ar_project,资产负债表应收账款项目,会计学,基础会计,会计学大类,财务会计,资产,确认、计量与减值,concept,prerequisite,,,standard_vs_exam_conflict_guard_missing,应收账款项目通常按应收账款明细借方余额加预收账款明细借方余额列示。
manual_acc_cash_flow_indirect_method,现金流量表间接法,会计学,现金流量表,会计学大类,财务会计,收入费用利润,确认与期间归属,regulation_or_standard,regulation_peer,,,standard_vs_exam_conflict_guard_missing,间接法以净利润为起点调节到经营活动现金流量，通常在现金流量表附注中披露。
