group,subject,chinese_name,sub_concept,priority,search_query,desired_source_type,target_fields
medicine,physician,医师资格,发热,52,发热 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,发热,52,发热 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,正确的是,50,正确的是 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,metrology_engineer,注册计量师,正确的是,50,正确的是 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,内存,49,内存 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,内存,49,内存 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,的规定,49,的规定 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,的规定,49,的规定 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,流量控制,49,流量控制 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,流量控制,49,流量控制 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,对此,49,对此 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,对此,49,对此 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,8m,49,8m 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,8m,49,8m 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,在C,49,在C 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,college_programming,大学编程,在C,49,在C 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,1m,49,1m 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,1m,49,1m 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,4m,49,4m 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,4m,49,4m 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,110kV,49,110kV 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,electrical_engineer,注册电气工程师,110kV,49,110kV 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,这说明,49,这说明 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_politics,初中政治,这说明,49,这说明 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,3m,49,3m 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,3m,49,3m 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,20m,49,20m 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,fire_engineer,注册消防工程师,20m,49,20m 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,环境影响评价技术导则声环境,49,环境影响评价技术导则声环境 注册工程师 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
engineering,environmental_impact_assessment_engineer,环境影响评价工程师,环境影响评价技术导则声环境,49,环境影响评价技术导则声环境 国家标准 规范 PDF,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,查体,49,查体 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,查体,49,查体 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,医生,49,医生 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,physician,医师资格,医生,49,医生 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,出血,48,出血 医师资格 考试大纲,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
medicine,clinical_medicine,临床医学,出血,48,出血 国家医学考试中心,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,32位,46,32位 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,32位,46,32位 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,这表明,46,这表明 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,high_school_politics,高中政治,这表明,46,这表明 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,网络层,46,网络层 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,网络层,46,网络层 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,上海,46,上海 课程标准 site:moe.gov.cn,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
politics_history,middle_school_history,初中历史,上海,46,上海 统编教材 课程标准,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,分组,46,分组 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_network,计算机网络,分组,46,分组 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,系统调用,46,系统调用 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,operating_system,操作系统,系统调用,46,系统调用 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,通用寄存器,46,通用寄存器 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,通用寄存器,46,通用寄存器 408 考研大纲 计算机,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
computer,computer_architecture,计算机组成,DMA,46,DMA 计算机 课程标准 教材,official_text_or_authoritative_textbook,definition|scope_boundary|regularity|exception
