id,type,subject,domain,name,aliases,keywords,priority,content
manual_tax_foreign_income_credit,manual_abstract_route,会计学,税额计算,境外所得抵免,境外所得抵免,境外所得|所得税抵免|抵免限额|已缴纳企业所得税,1.64,居民企业境内外所得合并计税，对境外已缴所得税按抵免限额抵免；超过抵免限额的部分可按规定结转。
manual_tax_nonresident_eit_assessment,manual_abstract_route,会计学,税额计算,非居民企业核定征收所得税,非居民企业核定征收所得税,非居民企业|驻华机构|核定|企业所得税,1.64,非居民企业驻华机构账簿不全等情况下可核定应纳税所得额，并按核定利润率和适用企业所得税税率计算企业所得税。
manual_tax_auction_purchase_tax_basis,manual_abstract_route,会计学,税额计算,竞拍所得计税基础,竞拍所得计税基础,竞拍|增值税专用发票|佣金|计税基础,1.64,企业竞拍取得物品并取得增值税专用发票时，计税基础可包含价款和不可抵扣税费；为竞拍另行支付的佣金等通常不并入竞拍所得物品计税基础。
manual_tax_property_transfer_pit_assessment,manual_abstract_route,会计学,税额计算,财产转让个人所得税核定,财产转让个人所得税核定,转让股权|原值凭证|核定|个人所得税|15%,1.64,转让财产不能提供完整原值凭证时，可按税务机关核定扣除比例确定原值及合理费用，再按财产转让所得适用税率计算个人所得税。
manual_tax_urban_maintenance_construction_tax_base,manual_abstract_route,会计学,税额计算,城市维护建设税计税基础,城市维护建设税计税基础,城市维护建设税|城建税|进口环节增值税|代收代缴消费税|县城,1.64,城建税以实际缴纳的增值税、消费税等为计税依据；进口环节缴纳的增值税、消费税通常不作为城建税计税依据，委托加工代收代缴消费税按受托方所在地税率处理。
manual_tax_constitution_tax_obligation,manual_abstract_route,会计学,税法,宪法纳税义务,宪法纳税义务,宪法|纳税义务|公民|依照法律纳税,1.64,宪法明确规定中华人民共和国公民有依照法律纳税的义务。
manual_tax_penalty_rulemaking_authority,manual_abstract_route,会计学,税法,税务行政处罚设定权限,税务行政处罚设定权限,税务规章|非经营活动|违法行为|罚款|1000元,1.64,税务规章可对非经营活动中的违法行为设定一定限额以下罚款；常见口径为不超过1000元。
manual_tax_administrative_penalty_hearing,manual_abstract_route,会计学,税法,税务行政处罚听证门槛,税务行政处罚听证门槛,税务行政处罚|听证|较大数额罚款|非经营组织|15000,1.64,税务机关对公民、法人或其他组织作出较大数额罚款等行政处罚前，应告知其听证权利；对非经营组织较大额罚款通常触发听证要求。
manual_tax_consumption_tax_scope,manual_abstract_route,会计学,税法,消费税征税范围,消费税征税范围,消费税征税范围|烟草|电动汽车|胶鞋|手表,1.64,烟草等应税消费品属于消费税征税范围；普通电动汽车、胶鞋、低价手表等不当然属于消费税征税范围。
manual_tax_consumption_tax_jewelry_scope,manual_abstract_route,会计学,税法,消费税金银珠宝范围,消费税金银珠宝范围,金银首饰|钻石|钻石饰品|零售环节|镶嵌首饰,1.64,金银首饰、钻石及钻石饰品等在零售环节征收消费税；非金银镶嵌首饰不当然按金银首饰口径征税。
manual_tax_late_payment_surcharge,manual_abstract_route,会计学,税法,税收滞纳金,税收滞纳金,滞纳金|逾期缴纳|日万分之五|税款,1.64,逾期缴纳税款的滞纳金通常按滞纳税款金额、滞纳天数和日万分之五计算。
manual_inv_option_hedge_ratio_meaning,manual_abstract_route,经济学,债券与衍生品,期权对冲比率含义,期权对冲比率含义,对冲比率|看涨期权|股票|0.50,1.63,期权对冲比率表示每1份期权对应需要持有或卖空的标的股票份额，用于构建无风险对冲组合。
manual_inv_protective_put_breakeven,manual_abstract_route,经济学,债券与衍生品,看跌期权保护性头寸保本价格,看跌期权保护性头寸保本价格,看跌期权|执行价格|保险价格|期权费,1.63,购买股票并买入看跌期权的保护性头寸，保本股票价格通常为执行价减去期权费。
manual_inv_bond_present_value_pricing,manual_abstract_route,经济学,债券与衍生品,债券定价现值公式,债券定价现值公式,债券价格|到期收益率|票面利率|每年付息,1.63,债券价格等于未来各期票息和本金按到期收益率折现后的现值之和。
manual_inv_forward_rate_expected_return,manual_abstract_route,经济学,债券与衍生品,远期利率与预期收益率,远期利率与预期收益率,远期利率|期限结构不变|预期收益率|零息票债券,1.63,在收益率曲线远期利率结构不变假设下，债券下一期预期收益率按相应持有期或远期利率推算。
manual_inv_bond_default_risk_premium,manual_abstract_route,经济学,债券与衍生品,债券违约风险溢价,债券违约风险溢价,违约风险溢价|公司债券|国债收益率|同期限,1.63,公司债的违约风险溢价可用同期限公司债收益率减同期限无违约风险国债收益率近似衡量。
manual_inv_coupon_bond_reinvestment_risk,manual_abstract_route,经济学,债券与衍生品,息票债券再投资风险,息票债券再投资风险,息票债券|零息票债券|再投资风险|5年期,1.63,同期限、同到期收益率下，息票债券因中间现金流需再投资，通常比零息债券承担更高再投资风险。
manual_inv_bond_duration_price_sensitivity,manual_abstract_route,经济学,债券与衍生品,债券久期价格敏感性,债券久期价格敏感性,久期|市场收益率|价格波动|价格变动|债券价格,1.63,市场收益率变动时，债券价格近似变化额≈-久期×收益率变动×债券价格；久期越长价格敏感性越高。
manual_inv_convertible_value_premium,manual_abstract_route,经济学,债券与衍生品,可转债转换价值与转换溢价,可转债转换价值与转换溢价,可转债|转换比例|股票价格|市场转换价值|转换溢价,1.63,可转债市场转换价值=标的股票价格×转换比例；转换溢价=可转债市场价格-转换价值。
manual_inv_discount_bond_price_convergence,manual_abstract_route,经济学,债券与衍生品,折价债券价格收敛,折价债券价格收敛,票面利率|到期收益率|债券价格|收益率不变,1.63,若票面利率低于到期收益率，债券折价交易；在收益率不变时，随到期临近价格通常向面值上升收敛。
manual_inv_bond_dirty_clean_price,manual_abstract_route,经济学,债券与衍生品,债券全价与净价,债券全价与净价,息票债券|净价|全价|应计利息|上一次利息支付,1.63,债券全价=净价+应计利息；应计利息按票息率、面值和上次付息日至结算日的时间比例计算。
manual_inv_henriksson_market_timing_beta,manual_abstract_route,经济学,投资学,Henriksson市场时机实证结论,Henriksson市场时机实证结论,Henriksson|市场扩张时期|beta值|略微下降,1.63,Henriksson(1984)发现共同基金在市场扩张时期的β值通常略微下降，属实证历史结论，精确使用。
manual_inv_geometric_average_return,manual_abstract_route,经济学,投资学,多期几何平均收益率,多期几何平均收益率,第一年收益率|第二年收益率|第三年收益率|几何平均,1.63,多期几何平均收益率=[∏(1+r_t)]^(1/n)-1。
manual_inv_single_period_stock_pv,manual_abstract_route,经济学,投资学,单期股票现值,单期股票现值,一年普通股|红利|出售股票|最高价格,1.63,单期股票最高可支付价格=(期末预期售价+期间股利)/(1+要求收益率)。
manual_inv_constant_growth_ddm,manual_abstract_route,经济学,投资学,固定增长股利贴现模型,固定增长股利贴现模型,固定增长|股利贴现|内在价值|市场资本化率,1.63,固定增长股利贴现模型中 P0=D1/(r-g)，其中 D1 为下一期股利，r 为必要收益率，g 为稳定增长率。
manual_inv_expected_holding_period_return,manual_abstract_route,经济学,投资学,股票预期持有期收益率,股票预期持有期收益率,预期持有期收益率|未来股利|股票价值|概率,1.63,股票预期持有期收益率可按期望期末价值加期望股利、减初始投资后除以初始投资计算。
manual_inv_bjs_capm_empirical_slope,manual_abstract_route,经济学,投资学,BJS CAPM实证斜率,BJS CAPM实证斜率,Black|Jensen|Scholes|证券市场线|斜率|CAPM,1.63,Black、Jensen、Scholes 的实证研究发现证券市场线斜率通常小于 CAPM 预测斜率，属实证历史结论，精确使用。
